arg_1	round_1	ann_1	arg_2	round_2	ann_2	annotation_name	is_attacks
Moreover there is a comment in the Methods that 80% of the subjects reported being only attracted to members of the same sex.			Why would behavior that has already happened contribute to a re-ordering of individuals over the course of the next year?			bs6010004_makarova	0
Some more specific suggestions are provided below.			From the relatively high percentage of non-heterosexual participants, there seems to be some selection bias.			bs6010004_makarova	0
A low response rate will seriously limit the validity of the findings and this should be discussed as an important limitation also.			Moreover there is a comment in the Methods that 80% of the subjects reported being only attracted to members of the same sex.			bs6010004_makarova	0
There might be some interesting data collected in the present study.			Using a longitudinal design with two assessments, we investigated patterns of entitlement to sexual partner pleasure and self-efficacy to achieve sexual pleasure among 295 young men and women aged 17-25 years attending one Australian university.			bs6010004_makarova	0
This contradiction underscores my concern about attrition (point #1); I wonder if the seeming decrease from Time 1 to Time 2 is an artifact of attrition.			The authors should revise the paper providing more theoretical background and accompanying analyses.			bs6010004_makarova	0
The reporting of group differences in the participants section might be better placed in the results section after the measures are described.			With better theoretical framing and a more limited set of analyses, the value of the study results should be more clear.			bs6010004_makarova	0
However, my main concern with the study is that there were too many analyses presented to interpret in a meaningful way.			We also tested whether entitlement and efficacy differed by gender, and hypothesized that entitlement and efficacy would be higher in older participants and those with more sexual experience.			bs6010004_makarova	0
There is also the possibility that individuals more interested in sex and relationships chose to participate.			Predictions about how the specific subscales of the inventory might relate to age and experience might be provided to make the results more meaningful (see the comment about theory relating to analyses discussed above).			bs6010004_makarova	0
That is, any one who did not complete both assessments was not included in the analyses.			What were participants told about the purpose of the study?			bs6010004_makarova	0
A sense of entitlement to sexual partner pleasure increased significantly over the year of the study, whereas, on average, there was no change in self-efficacy over time.			Author Response There might be some interesting data collected in the present study.			bs6010004_perova	0
Similarly, there are many correlation tests performed which increases Type I error that needs to be addressed.			This contradiction underscores my concern about attrition (point #1); I wonder if the seeming decrease from Time 1 to Time 2 is an artifact of attrition.			bs6010004_perova	0
The combining of the male and female versions of the sexual subjectivity inventories should be described in more detail, and the validity of creating the subscales should be explained.			Third, although longitudinal data can be a quite powerful tool for understanding change and development, the current analyses squander some of that power.			bs6010004_perova	0
This seems to contrast with later statements and would also seem to be an unlikely finding.			Perhaps factor analysis could be used to determine appropriate subscales?			bs6010004_perova	0
"Overall, 91% were white/Caucasian, 3% were Asian, 1 was Aboriginal/Pacific Islander, and the remaining participants indicated an ""Other"" sociocultural background."			The reporting of group differences in the participants section might be better placed in the results section after the measures are described.			bs6010004_perova	0
The authors should revise the paper providing more theoretical background and accompanying analyses.			The abstract now reads: Abstract: Many scholars have called for an increased focus on positive aspects of sexual health and sexuality.			bs6010004_perova	0
At the very least, the Discussion should consider how generalizable these results are.			Although an exact count was not available, we estimate that 375 students were approached to participate, resulting in a participation rate of approximately 79%.			bs6010004_perova	0
Please note - we have also shortened the title, found some other typographical errors to fix, and fixed some references.			A sense of entitlement to sexual partner pleasure increased significantly over the year of the study, whereas, on average, there was no change in self-efficacy over time.			bs6010004_perova	0
**We did not keep an exact count of the number of students approached about the study, but we estimate that we approached about 375 students.			That seems to be the model implied by the analyses, but it is never explicitly specified.			bs6010004_perova	0
Therefore, in order to capture sexual subjectivity as it emerges and develops most rapidly along with sexual behavior, future studies may need to begin with a younger population.			Please note - we have also shortened the title, found some other typographical errors to fix, and fixed some references.			bs6010004_perova	0
The abstract now reads: Abstract: Many scholars have called for an increased focus on positive aspects of sexual health and sexuality.			Fifth, one set of results seems quite contradictory: sense of entitlement to sexual self-pleasure decreased, on average, from Time 1 to Time 2, but sense of entitlement to sexual self-pleasure was positively correlated with age.			bs6010004_perova	0
Most lived with their parents (61%) and reported being only attracted to the other sex (80%).			The abstract now reads: Abstract: Many scholars have called for an increased focus on positive aspects of sexual health and sexuality.			bs6010004_perova	0
There was no evidence that any association differed between young men and young women.			What percentage of people who were approached agreed to participate?			bs6010004_perova	0
The authors should revise the paper providing more theoretical background and accompanying analyses.			Perhaps factor analysis could be used to determine appropriate subscales?			bs6010004_perova	0
Some more specific suggestions are provided below.			Age was positively associated with T1 entitlement, and experience with a wider range of partnered sexual behaviors was concurrently associated with more entitlement and efficacy and was also associated with increased entitlement to partner pleasure and increased self-efficacy in achieving sexual pleasure at T2 relative to T1.			bs6010004_perova	0
Third, although longitudinal data can be a quite powerful tool for understanding change and development, the current analyses squander some of that power.			Similarly, there are many correlation tests performed which increases Type I error that needs to be addressed.			bs6010004_perova	0
It seems that a more interesting and direct test of the longitudinal effects of sexual behavior on sexual subjectivity would test whether new sexual behaviors (that is, sexual behaviors experienced between Time 1 and Time 2) predict change in sexual subjectivity from Time 1 to Time 2.			The reporting of group differences in the participants section might be better placed in the results section after the measures are described.			bs6010004_perova	0
International Journal of Environmental Research and Public Health.			Response 9: The supplemental Information (i.e., office temperature, number of employees) are added in the revised version.			buildings12040417_makarova	0
Yin, J., Zhua, S., MacNaughton, P., Joseph, G., Allen, J.G., Spengler, J.D., 2018.			1， Figure 1 should be improved regarding the arrow.			buildings12040417_makarova	0
Response 17: Spearman’s correlation test was conducted, and the revised contents are shown in the updated version.			Point 2: The illustrations in the article are small and a bit vague, some pictures can shrink a little, not to the top to the border, these can be optimized.			buildings12040417_makarova	0
Mollazadeh, M., Zhu, YM., Application of Virtual Environments for Biophilic Design: A Critical Review.			The questionnaire results reveal that the employees from the understudy companies hold a relatively positive opinion on wellbeing, nature-relatedness, indoor environmental quality, and biophilic design for their health promotion.			buildings12040417_makarova	0
Response 9: The supplemental Information (i.e., office temperature, number of employees) are added in the revised version.			In terms of the reviewer think that the listed attributes span across different domains and the communal features are not that apparent, we believe it is due to the research perspective of biophilic design is different from the perspectives of building science and traditional POE studies (please find the detailed explanations in the respond for Comment #9).			buildings12040417_makarova	0
Response to Reviewer 3 Comments (Round 2) Buildings-1613867.			Concerning the self-related evaluation scales GH and NR, the score range of GH and HR are minimum 4 to maximum 20, and the obtained results illustrate moderately high opinions, the values of 15.00 (2.00) and 14.00 (3.00) for GH and NR.			buildings12040417_makarova	0
After reviewing their revised manuscript, I felt that their responses were on-point and addressed my earlier thoughts.			Prospect and refuge Prospect: long views of surrounding settings Refuge: sites of safety and security 20.			buildings12040417_makarova	0
Similarly, the Green Mark system uses the green plot ratio, assigning credits to greenery provision to enhance biodiversity and visual relief.			The detailed description of the demographic information is in Section 3.1.			buildings12040417_makarova	0
Practical methodologies to establish biophilic design frameworks for specific workplace typology.			Response to Reviewer 2 Comments Point 1: The study about the evaluation of biophilic attributes in the workplace for improving health and wellbeing is actual and interesting and therefore the paper is fulfilling the scientific criteria to be published.			buildings12040417_makarova	0
Complexity & Order adheres to a spatial hierarchy that similar to those encountered in nature 11.			Light Glass walls and clerestories, reflecting colors and materials 2.			buildings12040417_makarova	0
Transitional spaces hallways, thresholds, doorways, gateways, and areas that link the indoors and outdoors especially porches, patios, courtyards, colonnades 23.			Revision in Page 3 Line 109: “It has helped experts to obtain user’s feedbacks over the last five decades [31,32].” Point 6:			buildings12040417_makarova	0
A data-driven analysis of occupant workspace dissatisfaction.			There are general biophilic design frameworks (e.g., the 24 Biophilic Design Attributes and the 14 Patterns of Biophilic Design) and green building, healthy building standards (e.g., WELL v2 and Singapore Green Mark) that include biophilia into the certification systems in nowadays.			buildings12040417_makarova	0
Practical methodologies to establish biophilic design frameworks for specific workplace typology.			Although I appreciated the thoroughness to which the descriptive statistical was explained, I wasn’t convinced the mean was the best indicator for the data, considering that evaluation scores were collected on a 5-point scale and not a continuous linear one.			buildings12040417_makarova	0
An image showing the indoor conditions and outdoor façade for each might be beneficial.			Response 9: The supplemental Information (i.e., office temperature, number of employees) are added in the revised version.			buildings12040417_makarova	0
And the corresponding figures (Figure 1 in Page 13 Line 359-361 and Figure 4 in Page 16-17 of the original manuscript) are removed in the revised version.			There were two very minor points that I came across, which they may want to reconsider before proceeding with their article.			buildings12040417_makarova	0
Studies proofed that biophilic design benefits workers’ health and productivity in an office environment [60, 61, 62, 63].” Citations are added in the Reference list: 59.			Risk/Peril An identifiable able threat coupled with a reliable safeguard.			buildings12040417_makarova	0
Complexity & Order adheres to a spatial hierarchy that similar to those encountered in nature 11.			c) Furthermore, the questionnaire results enhance our knowledge on the practical ap-plication of biophilic design frameworks for the workplace and contributed to more framework design consideration.			buildings12040417_makarova	0
First, to simplify the image, we put all the definitions into a new table in the appendix (Appendix A. Definitions of biophilic design attributes and patterns).			For instance, in most cases, the employers would not create an office environment that makes the workers feel “Prospect”, “Refuge”, “Mystery”, and “Risk”.			buildings12040417_makarova	0
Revision in Page 13 Line 381-394: The Cronbach’s α coefficient value of the main scale is 0.72, while those of the subscales GH, NR, and BDE in order are obtained as 0.68, 0.79, and 0.63, indicating that the questionnaire is reliable (i.e., an acceptable reliability: Cronbach's α>0.6) [57, 58] (Table 8).			And the corresponding figures (Figure 1 in Page 13 Line 359-361 and Figure 4 in Page 16-17 of the original manuscript) are removed in the revised version.			buildings12040417_makarova	0
The investigation explains that combined literature review and POE results are one of the practical methodologies to establish biophilic design frameworks for specific workplace typology.			Additionally, the effectiveness of such design in practical design projects for user wellbeing still requires confirmation.			buildings12040417_makarova	0
Physiological and cognitive performance of exposure to biophilic indoor environment.			The same parameters (e.g., daylight, thermal comfort, and air-quality, office layout and building form) can be classified in different classifications (i.e., the traditional POE frameworks and the biophilic design frameworks) by different perspectives.			buildings12040417_makarova	0
The Cronbach’s Alpha with an Alpha>0.6 considered acceptable internal consistency in this study.			Yin, J., Zhua, S., MacNaughton, P., Joseph, G., Allen, J.G., Spengler, J.D., 2018.			buildings12040417_makarova	0
), Innovative Developments in Architecture, Engineering and Construction.			Nevertheless, only 47.8% of them selected agreed/strongly agree regarding the statements that their ideal spot for vacation would be a wilderness area (NR1-Q12).			buildings12040417_makarova	0
The sentence was rewritten to demonstrate this argument.			Intercorrelations between responses of three subscales.			buildings12040417_makarova	0
d) The correlation results support the importance of biophilic design from the user perspectives.			However, further research on developing building typology-based biophilic design guide-lines and assessment methods are necessary.			buildings12040417_makarova	0
Although this I don’t believe this would be a large undertaking, the analysis would be better served by non-parametric tests due to the level of measurement used (i.e.			There are overlaps between the nine biophilic design attributes and these eight influential factors for the workplace.			buildings12040417_makarova	0
d) The correlation results support the importance of biophilic design from the user perspectives.			There are overlaps between the nine biophilic design attributes and these eight influential factors for the workplace.			buildings12040417_makarova	0
Response 16: Thanks for the reminder, the error has been corrected in the revised version.			Biophilia: Does Visual Contact with Nature Impact on Health and Well-Being?			buildings12040417_makarova	0
Effects of biophilic indoor environment on stress and anxiety recovery: a between-subjects experiment in virtual reality.			This would make it easier for the reader; 2) Round the percentages to the nearest whole number.			buildings12040417_makarova	0
This led me to believe that this office was much larger than the building studied in China.			Cheung, T., Schiavon, S., Graham, L.T., Tham, K.W., 2021.			buildings12040417_makarova	0
Revision in Page 15-17 Line 399-433: The analysis of individual items provides more details into the works' responses.			In the future study, the research scope should be narrow down for intensive investigation.			buildings12040417_makarova	0
b) Additionally, the study provides novel design guidelines for designers with emphasizing on weight for workplace design practices.			In-lieu of the mean, please consider using the median and inter-quartile range as the central tendency and dispersion indicators.			buildings12040417_makarova	0
"Revision in Page 1 Line 28:“The term ""Biophilia"" is evolved from human evolution research and is coined to de-scribe humans' inherent love affinity for the living things in the natural world [1,2].” Point 2: P1, L39-41: Please provide references to these frameworks."			While this is somewhat accurate, it might be more appropriate to elucidate this as an “inherent affinity”.			buildings12040417_makarova	0
Physiological and cognitive performance of exposure to biophilic indoor environment.			These are exploited to show a new biophilic design framework for the workplace according to the users’ points of view (based on the POE results).			buildings12040417_perova	0
There are overlaps between the nine biophilic design attributes and these eight influential factors for the workplace.			Both classifications validated by previous literatures.			buildings12040417_perova	0
The median (IQR) value of the POE scale BDE is evaluated as 42.00 (5.00) (range of total value: min.			Environmental Quality and the Productive Workplace.			buildings12040417_perova	0
2) However, these patterns are not common in most offices.			Hence, all the means (SD) are replaced as medians (IQR).			buildings12040417_perova	0
In my view, POE information had more utility diagnosing operation problems, which can be solved when running the building, identifying prominent sources of dissatisfaction that can prompt action to resolve these issues.			Revision in Page 3 Line 109: “It has helped experts to obtain user’s feedbacks over the last five decades [31,32].” Point 6: P3, L106: While I generally agree with, questions could be raised to whether POE scales should be used to evaluate biophilic design evaluation.			buildings12040417_perova	0
Response 6: The different genders and different ages are included in the study.			As mentioned in the Conclusion, in the future study, we will include more offices and locations as experiment samples.			buildings12040417_perova	0
how satisfied are you with the biophilic features) may not accurately depict every beneficial nuance they offer (e.g.			According to the research objectives of this study (i.e., evaluate the subjective health impacts of biophilic design in workplace), we need to refer the well-developed scales from other disciplinary (e.g., Environmental Psychology).			buildings12040417_perova	0
25,39], and the 14 patterns of biophilic design [ref.40].			A quantitative study for indoor workplace biophilic design to improve health and productivity performance.			buildings12040417_perova	0
Perhaps this makes this article completer and more credible.			And the questionnaire can be applied in future biophilic design research for investigation.			buildings12040417_perova	0
I think psychological factors will also affect human physiological comfort.			across subsets, leading to no significant differences across subsets.			buildings12040417_perova	0
Dynamic & Diffuse Light Leveraging varying intensities of light and shadow that change over time to create conditions that occur in nature.			"The introduction of the term ""Biophilia"" can be more detailed and easier to understand."			buildings12040417_perova	0
Revision in Page 13 Line 381-394: The Cronbach’s α coefficient value of the main scale is 0.72, while those of the subscales GH, NR, and BDE in order are obtained as 0.68, 0.79, and 0.63, indicating that the questionnaire is reliable (i.e., an acceptable reliability: Cronbach's α>0.6) [57, 58] (Table 8).			There are general biophilic design frameworks (e.g., the 24 Biophilic Design Attributes and the 14 Patterns of Biophilic Design) and green building, healthy building standards (e.g., WELL v2 and Singapore Green Mark) that include biophilia into the certification systems in nowadays.			buildings12040417_perova	0
Both classifications validated by previous literatures.			), Innovative Developments in Architecture, Engineering and Construction.			buildings12040417_perova	0
outside of POE studies) have been adopted for this reason, and a short sentence explaining the rationale supporting the lack of scales for biophilic design could be provided to briefly mentioned this.			More than 60 percent (approximately 60.7%) of respondents believe that greenery is a biophilic design that benefits office wellbeing (BDE6-Q21).			buildings12040417_perova	0
According to the quantitative results presented in Table 8, the medians (Interquartile Range, IQR) of the assessment show moderately high opinions toward the health and wellbeing of biophilic offices (HWBO), at 71.00 (8.00) (the score range from min. 20 to max. 100).			Point 3: P2, 47-53: Although in the past there were few guidelines, nowadays, there may be more standards that focus on nature integration within the built environment.			buildings12040417_perova	0
Author Response Point 1: The introduction can be optimized appropriately.			Therefore, the weighting results of this experiment are not employed to deny the ranking in the 14 Patterns of Biophilic Design.			buildings12040417_perova	0
Hence, the questions in the final section are designed based on the selection of the biophilic design elements/attributes that typically applied in the office design, which are not mentioned in the previous scales.			Revision in Page 6 Line 215-220: “Table 2 made a comparison between the selected nine biophilic design attributes for workplace in this study and the validated eight factors that affect workers’ satisfaction and productivity.			buildings12040417_perova	0
Further studies could include more offices and locations as experiment samples.			Point 7: Something I felt would useful would at the beginning would be a clear definition for what “biophilic attributes” refers to.			buildings12040417_perova	0
Point 4: The result of biophilic design frameworks for specific workplace typology is of certain value.			While this is somewhat accurate, it might be more appropriate to elucidate this as an “inherent affinity”.			buildings12040417_perova	0
The Conclusion is rewritten to highlight the contribution and implementation of the results: Revision in Page 23 Line 516-540: “The significant research outputs from the present scrutiny are shown as following: a) The authors develop a POE questionnaire for evaluating the biophilic design for workplace health and wellbeing.			#2: P1, L39-41: Please provide references to these frameworks.			buildings12040417_perova	0
As mentioned in the Conclusion, in the future study, we will include more offices and locations as experiment samples.			9. material Connection with nature Material and elements from nature that, through minimal processing, reflect the local ecology or geology to create a distinct sense of place.			buildings12040417_perova	0
Additionally, the effectiveness of such design in practical design projects for user wellbeing still requires confirmation.			Questionnaire Results focus on illustrating the questionnaire results.			buildings12040417_perova	0
Therefore, the weighting results of this experiment are not employed to deny the ranking in the 14 Patterns of Biophilic Design.			Response 6: The different genders and different ages are included in the study.			buildings12040417_perova	0
Mollazadeh, M., Zhu, YM., Application of Virtual Environments for Biophilic Design: A Critical Review.			Stacked graph with percentage responses for individually arranged items (from the bottom with a high percentage of disagreement to the top with high percentage of agreement).			buildings12040417_perova	0
If this was the case, then please better articulate its overarching utility in this study, considering that half of the patterns were not relevant to the research scope.			Response 19: The Conclusion is rewritten to highlight the relationship between biophilic design and occupant health and wellbeing: Revision in Page 23 Line 514-540: “The significant research outputs from the present scrutiny are shown as following: a) The authors develop a POE questionnaire for evaluating the biophilic design for workplace health and wellbeing.			buildings12040417_perova	0
Observation Results-Biophilic Design Attributes in the Selected Offices is moved to be Section 2.3.2.			Practical methodologies to establish biophilic design frameworks for specific workplace typology.			buildings12040417_perova	0
Response 5: The sentence was rewritten in the updated version.			Although this I don’t believe this would be a large undertaking, the analysis would be better served by non-parametric tests due to the level of measurement used (i.e.			buildings12040417_perova	0
Second, the study will provide a new biophilic design guidelines for workplaces, which can effectively assist researchers and designers to improve office biophilic design practices and decision-making on design attributes selection.			#2: P1, L39-41: Please provide references to these frameworks.			buildings12040417_perova	0
The major scale of the questionnaire consists of three parts (subscales): general health (GH), nature relatedness (NR), and biophilic design evaluation (BDE).			This becomes an issue later, since some aspects referring to biophilic design become unclear.			buildings12040417_perova	0
That is plenty and a challenge for many, but the other imaging modalities used are either standard fare in many centers (x-ray imaging, endoscopy) or do not need to be in adjacent rooms (PET scanning and angiography (can be done in the primary Or).			As we all know surgery of chordomas, especially of recurrent chordomas, is challenging and the authors should be congratulated for their thoroughly surgical planning and approaches, using elaborate pre- and intraoperative imaging, which is well described throughout the manuscript.			cancers14040966_makarova	0
All that is needed is easy intra-operative access to CT and MR imaging and the ability to import and reconstruct the data real time.			The authors are to be commended for pursing this approach in a small series of patients with difficult diagnoses.			cancers14040966_makarova	0
What means Volume reduction 0 and 0% in Table 4?			However, the PET scan does not appear to have actually been used for intraoperative repeat imaging to assess resection, and fluoroscopy and 3D reconstructions using Brain Lab software are standard fare in many operating rooms.			cancers14040966_makarova	0
There is not much to add and publication can be recommended.			3D reconstructions of newly acquired data is a capability of the software, and is available in many places.			cancers14040966_makarova	0
Intraoperative angiography might have been used in the case of vascular injury but this also is available in many institutions.			Making this clear is important for others who either use the technique or who want to do so.			cancers14040966_makarova	0
However, patients’ symptoms, tumour location, surgical approach, imaging, complications and outcome are well documented in the tables, and additionally illustrated by two case reports.			As we all know surgery of chordomas, especially of recurrent chordomas, is challenging and the authors should be congratulated for their thoroughly surgical planning and approaches, using elaborate pre- and intraoperative imaging, which is well described throughout the manuscript.			cancers14040966_perova	0
Intraoperative angiography might have been used in the case of vascular injury but this also is available in many institutions.			That is plenty and a challenge for many, but the other imaging modalities used are either standard fare in many centers (x-ray imaging, endoscopy) or do not need to be in adjacent rooms (PET scanning and angiography (can be done in the primary Or).			cancers14040966_perova	0
As we all know surgery of chordomas, especially of recurrent chordomas, is challenging and the authors should be congratulated for their thoroughly surgical planning and approaches, using elaborate pre- and intraoperative imaging, which is well described throughout the manuscript.			That is plenty and a challenge for many, but the other imaging modalities used are either standard fare in many centers (x-ray imaging, endoscopy) or do not need to be in adjacent rooms (PET scanning and angiography (can be done in the primary Or).			cancers14040966_perova	0
Muliti-modality intraoperative imaging is an important adjunct for the neurosurgeon and in this regard, the paper is valuable.			However, chordoma is a rare disease and reports on large patient series are rare.			cancers14040966_perova	0
If the journal requires an unstructured abstract instead, please reorganize the current abstract so that the content flows uninterrupted (e.g.			Comments to authors: Major: Based on the cell line RNA and protein data the expression level of MACC1 is highly variable rather than being present or not.			cancers14071773_makarova	0
The results are interesting and may have clinical relevance.			The concentration used from selumetinib both for the cell line experiments (10 microM) and for the animal experiments (50 mg/kg) are quite high.			cancers14071773_makarova	0
Based on these comments we herewith respond to all questions raised in a point-by-point manner, as follows: Reviewer 1: 1.			[2] Abstract says 266 patients were analyzed (line 36), while result says 360 patients were analyzed (line 249).			cancers14071773_makarova	0
In this paper the authors represents that MACC1 is a negative prognostic marker in esophageal and gastric adenocarcinomas in a large Caucasian cohort.			The authors argue that MACC1 expression did not significantly influenced cell proliferation in the two cell line models.			cancers14071773_makarova	0
Author Response Please see the attachment Author Response File: Author Response.pdf			[5] If possible, please use a higher resolution version of Figures 3F and 3I (the legends are blurry and hard to read in the current version).			cancers14071773_makarova	0
Answer: We thank the reviewer for this comment.			It would be nice to know the selumetinib sensitivity of the two used cell lines.			cancers14071773_makarova	0
FLO1 EV FLO1 MACC1 0 50 100 150 AUC (72h) Percent of Controll MACC1 related Proliferation over 72h p = 0.113 p=0.113			I recommend the following edits before publication.			cancers14071773_makarova	0
[3] Throughout the paper, 10^x wrongly displays as 10x (e.g.			The authors´answer regarding the cut off is sufficient, please include this argument either in the methods section or as supplementary information.			cancers14071773_makarova	0
I recommend the following edits before publication.			In the pdf I reviewed, the caption is there, but the figure is not.			cancers14071773_makarova	0
[10] If the journal allows it, please break up the abstract into Introduction, Methods, Results, Conclusion.			[7] In line 272/273: (i) please report median survival in each group (instead of mean survival), (ii) please specify Hazard ratio with 95% confidence interval (in addition to p values), (iii) please report both overall survival result and disease-specific survival result (since you showed both in Figures).			cancers14071773_makarova	0
Please provide the distribution of the IRS scores of the patient cohort and explain how was IRS 5 chosen as cut off?			In order to draw a conclusion about the proliferation effect a longer (48 or 72 hours) measurement is necessary.			cancers14071773_makarova	0
Please provide the distribution of the IRS scores of the patient cohort and explain how was IRS 5 chosen as cut off?			Please provide the distribution of the IRS scores of the patient cohort and explain how was IRS 5 chosen as cut off?			cancers14071773_makarova	0
If the journal requires an unstructured abstract instead, please reorganize the current abstract so that the content flows uninterrupted (e.g.			In the pdf I reviewed, the caption is there, but the figure is not.			cancers14071773_makarova	0
In the pdf I reviewed, the caption is there, but the figure is not.			Dear Professor Mok, We appreciate that you give us the possibility to revise our manuscript and we thank the reviewers again for their valuable comments.			cancers14071773_makarova	0
They found that MACC1 expression does not influence cell proliferation but is correlated with cell migration.			"""MACC1 is an independent negative prognostic marker in AGE/S patients."""			cancers14071773_makarova	0
[7] In line 272/273: (i) please report median survival in each group (instead of mean survival), (ii) please specify Hazard ratio with 95% confidence interval (in addition to p values), (iii) please report both overall survival result and disease-specific survival result (since you showed both in Figures).			Is there a similar variability present among the tissue samples?			cancers14071773_makarova	0
However, cell proliferation was analyzed only in a 24-hour long period even though most cancer cells have a doubling time around 24 hours.			If the difference is statistically significant, please briefly explain/speculate why.			cancers14071773_perova	0
FLO1 EV FLO1 MACC1 0 50 100 150 AUC (72h) Percent of Controll MACC1 related Proliferation over 72h p = 0.113 p=0.113			It would be nice to know the selumetinib sensitivity of the two used cell lines.			cancers14071773_perova	0
Inhibition of MEK1 with selumetinib also reduced cell migration only in MACC1 expressing cells.			They demonstrate that MACC1 is expressed in 79% of the investigated samples and its presence is coupled with reduced overall survival even in patients with good prognosis.			cancers14071773_perova	0
The results are interesting and may have clinical relevance.			"The authors refer to a data ""Proliferation of FLO1 EV and FLO1 MACC1 over 72 h"", however I couldn´t find the figure either in the manuscript file or here in the answer."			cancers14071773_perova	0
In the in vitro analysis they investigated MACC1 expression in five cell lines and generated a cell line with MACC1 overexpression and a MACC1 knock-down cell line.			In this study, the authors have shown that the same is also true for gastric/esophageal cancer.			cancers14071773_perova	0
The authors argue that MACC1 expression did not significantly influenced cell proliferation in the two cell line models.			"and before ""To analyze the role of MACC1 in vitro the cell lines FLO-1 and OE33 were lentivirally manipulated."""			cancers14071773_perova	0
Please discuss how the applied concentrations are related to the clinically used dosage (75 mg administered orally twice https://clinicaltrials.gov/ct2/show/NCT02448290) and why not the more efficient MEK1 inhibitor trametinib was used for the experiments.			However, cell proliferation was analyzed only in a 24-hour long period even though most cancer cells have a doubling time around 24 hours.			cancers14071773_perova	0
[5] If possible, please use a higher resolution version of Figures 3F and 3I (the legends are blurry and hard to read in the current version).			[9] In line 277-279: (i) please report median survival in each group (instead of mean survival), (ii) please specify Hazard ratio with 95% confidence interval (in addition to p values).			cancers14071773_perova	0
If the journal requires an unstructured abstract instead, please reorganize the current abstract so that the content flows uninterrupted (e.g.			Answer: We thank the reviewer for this comment.			cancers14071773_perova	0
[3] Throughout the paper, 10^x wrongly displays as 10x (e.g.			[10] If the journal allows it, please break up the abstract into Introduction, Methods, Results, Conclusion.			cancers14071773_perova	0
Dear Professor Mok, We appreciate that you give us the possibility to revise our manuscript and we thank the reviewers again for their valuable comments.			Inhibition of MEK1 with selumetinib also reduced cell migration only in MACC1 expressing cells.			cancers14071773_perova	0
It would be nice to know the selumetinib sensitivity of the two used cell lines.			[10] If the journal allows it, please break up the abstract into Introduction, Methods, Results, Conclusion.			cancers14071773_perova	0
Author Response Dear Professor Mok, We appreciate that you give us the possibility to revise our manuscript and we thank the reviewers for their valuable comments.			[5] If possible, please use a higher resolution version of Figures 3F and 3I (the legends are blurry and hard to read in the current version).			cancers14071773_perova	0
In an in vivo xenograft model using a control and a MACC1 overexpressing cell line pair they found that MACC1 expression increased metastasis formation and this was reduced by selumetinib treatment.			The authors argue that MACC1 expression did not significantly influenced cell proliferation in the two cell line models.			cancers14071773_perova	0
In order to draw a conclusion about the proliferation effect a longer (48 or 72 hours) measurement is necessary.			[5] If possible, please use a higher resolution version of Figures 3F and 3I (the legends are blurry and hard to read in the current version).			cancers14071773_perova	0
Please discuss how the applied concentrations are related to the clinically used dosage (75 mg administered orally twice https://clinicaltrials.gov/ct2/show/NCT02448290) and why not the more efficient MEK1 inhibitor trametinib was used for the experiments.			The authors argue that MACC1 expression did not significantly influenced cell proliferation in the two cell line models.			cancers14071773_perova	0
The materials and methods section are elaborated in the details.			ANOVA = analysis of variance; HCC = hepatocellular carcinoma; RMS = root mean square; SEM = standard error of the mean; TTFields = Tumor Treating Fields.			cancers14122959_makarova	0
Is that timing enough to get protein expression?			The manuscript is an interesting work related to a potential new therapy of hepatocellular carcinoma (HCC) by using TTFields in combination with a TKI (Sorafenib).			cancers14122959_makarova	0
In this manuscript, the authors, Davidi et al have investigated the effect of TTFields in HCC cells and an animal model, alone or in combination with sorafenib.			Maybe the cytotoxicity data will reveal a different better frequency.			cancers14122959_makarova	0
Concomitant TTFields with Sorafenib Enhances Treatment Efficacy in Vivo: “Tumor histology and immunostaining for beclin-1 and LC3, GRP78, and cleaved PARP were performed to examine autophagy, ER stress, and apoptosis levels, respectively.			Similarly, low evidence of apoptosis (expression of cleaved PARP) was found in these groups, as shown in Figure 4F.			cancers14122959_makarova	0
*p < 0.05 relative to control; one-way ANOVA.			Concomitant TTFields with Sorafenib Enhances Treatment Efficacy in Vivo: “Tumor histology and immunostaining for beclin-1 and LC3, GRP78, and cleaved PARP were performed to examine autophagy, ER stress, and apoptosis levels, respectively.			cancers14122959_makarova	0
When compared with sorafenib alone there is practically no difference.			Moreover, in the Discussion section, the authors concluded that “TTFields display efficacy for treatment of HCC in vitro and in vivo, with an optimal frequency of 150 kHz”.			cancers14122959_makarova	0
However, the limited experimental design and paucity of strong data ask for more experiments to proof the feasibility of this combination for treating HCC.			*p < 0.05, **p < 0.01, ***p < 0.001, and ****p < 0.0001 relative to time-respective control; two-way ANOVA.			cancers14122959_makarova	0
ANOVA = analysis of variance; HCC = hepatocellular carcinoma; RMS = root mean square; SEM = standard error of the mean; TTFields = Tumor Treating Fields.			GRP78 levels in the groups treated with TTFields or sorafenib alone remained unchanged from the control, but were elevated 2-fold in the TTFields plus sorafenib group (Figure 4f).			cancers14122959_makarova	0
Similarly, low evidence of apoptosis (expression of cleaved PARP) was found in these groups, as shown in Figure 4F.			Point 1: What is the rationale of using 150 kHz TTFields?			cancers14122959_makarova	0
Overall, the authors believe that this research demonstrates potential for concomitant TTFields and sorafenib application in the treatment of HCC.			While I do not know if the authors have the technology to perform TTFields in mice, where for sure they should have done xenograft models with the two human cell lines, why the rat cell line was not studied in vitro using the same experimental strategies as for human cells.			cancers14122959_makarova	0
